seed_key,seed_label,source_system,source_id,doi,pmid,pmcid,title,authors,journal,year,url,abstract,query,fetched_at
ga68_dotatate,Ga-68 DOTATATE,EuropePMC,MED35411113,10.1038/s41551-022-00876-4,35411113,PMC9149092,Prospective testing of clinical Cerenkov luminescence imaging against standard-of-care nuclear imaging for tumour location.,"Pratt EC, Skubal M, Mc Larney B, Causa-Andrieu P, Das S, Sawan P, Araji A, Riedl C, Vyas K, Tuch D, Grimm J.",,2022,https://europepmc.org/article/MED/35411113,"In oncology, the feasibility of Cerenkov luminescence imaging (CLI) has been assessed by imaging superficial lymph nodes in a few patients undergoing diagnostic <sup>18</sup>F-fluoro-2-deoxyglucose (<sup>18</sup>F-FDG) positron emission tomography/computed tomography (PET/CT). However, the weak luminescence signal requires the removal of ambient light. Here we report the development of a clinical CLI fiberscope with a lightproof enclosure, and the clinical testing of the setup using five different radiotracers. In an observational prospective trial (ClinicalTrials.gov identifier NCT03484884 ) involving 96 patients with existing or suspected tumours, scheduled for routine clinical FDG PET or <sup>131</sup>I therapy, the level of agreement of CLI with standard-of-care imaging (PET or planar single-photon emission CT) for tumour location was 'acceptable' or higher (≥3 in the 1-5 Likert scale) for 90% of the patients. CLI correlated with the concentration of radioactive activity, and captured therapeutically relevant information from patients undergoing targeted radiotherapy or receiving the alpha emitter <sup>223</sup>Ra, which cannot be feasibly imaged clinically. CLI could supplement radiological scans, especially when scanner capacity is limited.","(""Ga-68 DOTATATE"" OR ""Gallium-68 DOTATATE"" OR ""68Ga-DOTATATE"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19
ga68_dotatate,Ga-68 DOTATATE,EuropePMC,MED37533941,10.3332/ecancer.2023.1582,37533941,PMC10393301,Clinical validation and diagnostic accuracy of <sup>99m</sup>Tc-EDDA/HYNIC-TOC compared to <sup>111</sup>In-DTPA-octreotide in patients with neuroendocrine tumours: the LACOG 0214 study.,"Moriguchi-Jeckel CM, Madke RR, Radaelli G, Viana A, Nabinger P, Fernandes B, Gössling G, Berdichevski EH, Vilas E, Giacomazzi J, Rocha MS, Borges JA, Hoffmann E, Greggio S, Venturin GT, Barrios CH, Zaffaroni F, Werutsky G, da Costa JC.",,2023,https://europepmc.org/article/MED/37533941,"<sup>99m</sup>Tc-EDDA/HYNIC-TOC is an easily available and cheaper radionuclide that could be used for somatostatin-receptor-based imaging of neuroendocrine tumours (NETs). We aimed to evaluate the diagnostic performance of <sup>99m</sup>Tc-EDDA/HYNIC-TOC compared to<sup>111</sup>In-DTPA-octreotide in patients (pts) with NETs. We performed a prospective diagnostic study including pts with biopsy-confirmed NET and at least one visible lesion at conventional imaging. Two independent nuclear medicine physicians evaluated pts who underwent <sup>99m</sup>Tc and <sup>111</sup>In scans and images. The primary outcome was comparative diagnostic accuracy of <sup>99m</sup>Tc and <sup>111</sup>In. Secondary outcomes include safety. Nine pts were included and performed 14 paired scans. Overall, 126 lesions were identified. <sup>99m</sup>Tc demonstrated superior sensitivity both when all images were analysed (93.7, 95% CI 88.1% - 96.8% versus 74.8%, 95% CI 66.6 - 81.6%, <i>p</i> < 0.001) and when liver-specific images were analysed (97.8%, 95% CI 92.7% - 99.5% versus 85.1%, 95% CI 76.6% - 91.0%, <i>p</i> < 0.001). <sup>99m</sup>Tc was also associated with a lower negative likelihood ratio (LR) (0.002, 95% CI 0.009 - 0.1 versus 0.19, 95% CI 0.12 - 0.42, <i>p</i> = 0.009) when evaluating hepatic lesions. Adverse events happened in 3 pts after <sup>111</sup>In and in 2 pts after <sup>99m</sup>Tc, all grade 1. The <sup>99m</sup>Tc demonstrated a higher sensitivity overall and a better negative LR in liver-specific images compared to <sup>111</sup>In in pts with NETs. Our findings suggest that <sup>99m</sup>Tc is an alternative to <sup>111</sup>In and is especially useful in ruling out liver metastases. NCT02691078.","(""Ga-68 DOTATATE"" OR ""Gallium-68 DOTATATE"" OR ""68Ga-DOTATATE"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19
ga68_dotatate,Ga-68 DOTATATE,EuropePMC,MED39354972,10.3389/fnume.2022.1032444,39354972,PMC11440945,Recent advances in PET-MRI for cardiac sarcoidosis.,"Munoz C, Schneider A, Botnar RM, Prieto C.",,2022,https://europepmc.org/article/MED/39354972,"The diagnosis of cardiac sarcoidosis (CS) remains challenging. While only a small fraction of patients with systemic sarcoidosis present with clinically symptomatic CS, cardiac involvement has been associated with adverse outcomes, such as ventricular arrhythmia, heart block, heart failure and sudden cardiac death. Despite the clinical relevance of having an early and accurate diagnosis of CS, there is no gold-standard technique available for the assessment of CS. Non-invasive PET and MR imaging have shown promise in the detection of different histopathological features of CS. More recently, the introduction of hybrid PET-MR scanners has enabled the acquisition of these hallmarks in a single scan, demonstrating higher sensitivity and specificity for CS detection and risk stratification than with either imaging modality alone. This article describes recent developments in hybrid PET-MR imaging for improving the diagnosis of CS and discusses areas of future development that could make cardiac PET-MRI the preferred diagnostic tool for the comprehensive assessment of CS.","(""Ga-68 DOTATATE"" OR ""Gallium-68 DOTATATE"" OR ""68Ga-DOTATATE"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19
ga68_dotatate,Ga-68 DOTATATE,EuropePMC,MED32646881,10.2967/jnumed.120.247197,32646881,PMC8049350,Global Issues of Radiopharmaceutical Access and Availability: A Nuclear Medicine Global Initiative Project.,"Cutler CS, Bailey E, Kumar V, Schwarz SW, Bom HS, Hatazawa J, Paez D, Orellana P, Louw L, Mut F, Kato H, Chiti A, Frangos S, Fahey F, Dillehay G, Oh SJ, Lee DS, Lee ST, Nunez-Miller R, Bandhopadhyaya G, Pradhan PK, Scott AM.",,2021,https://europepmc.org/article/MED/32646881,"The Nuclear Medicine Global Initiative was formed in 2012 by 13 international organizations to promote human health by advancing the field of nuclear medicine and molecular imaging by supporting the practice and application of nuclear medicine. The first project focused on standardization of administered activities in pediatric nuclear medicine and resulted in 2 articles. For its second project the Nuclear Medicine Global Initiative chose to explore issues impacting on access and availability of radiopharmaceuticals around the world. <b>Methods:</b> Information was obtained by survey responses from 35 countries on available radioisotopes, radiopharmaceuticals, and kits for diagnostic and therapeutic use. Issues impacting on access and availability of radiopharmaceuticals in individual countries were also identified. <b>Results:</b> Detailed information on radiopharmaceuticals used in each country, and sources of supply, was evaluated. Responses highlighted problems in access, particularly due to the reliance on a sole provider, regulatory issues, and reimbursement, as well as issues of facilities and workforce, particularly in low- and middle-income countries. <b>Conclusion:</b> Strategies to address access and availability of radiopharmaceuticals are outlined, to enable timely and equitable patient access to nuclear medicine procedures worldwide. In the face of disruptions to global supply chains by the coronavirus disease 2019 outbreak, renewed focus on ensuring a reliable supply of radiopharmaceuticals is a major priority for nuclear medicine practice globally.","(""Ga-68 DOTATATE"" OR ""Gallium-68 DOTATATE"" OR ""68Ga-DOTATATE"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19
ga68_dotatate,Ga-68 DOTATATE,EuropePMC,MED39229379,10.3389/fendo.2024.1460320,39229379,PMC11368778,Prevention and management of hypertensive crises in children with pheochromocytoma and paraganglioma.,"Bima C, Lopez C, Tuli G, Munarin J, Arata S, Procopio M, Bollati M, Maccario M, De Sanctis L, Parasiliti-Caprino M.",,2024,https://europepmc.org/article/MED/39229379,"Hypertensive crises in pediatric patients are rare conditions. However, determining their precise prevalence is more challenging than in adults due to the heterogeneity in the definition itself. These crises frequently occur without a prior diagnosis of hypertension and may indicate an underlying cause of secondary hypertension, including pheochromocytoma/paraganglioma (PPGL). The mechanisms of hypertensive crises in the pediatric population with PPGL are directly related to different types of catecholamine excess. Noradrenergic tumors typically present with sustained hypertension due to their predominant action on α1-adrenoceptors in the vasculature. Conversely, adrenergic tumors, through epinephrine binding to β2-adrenoceptors in addition to stimulation of α1- and α2-adrenoceptors, more frequently cause paroxysmal hypertension. Furthermore, the biochemical phenotype also reflects the tumor localization and the presence of a genetic mutation. Recent evidence suggests that more than 80% of PPGL in pediatric cases have a hereditary background. PPGL susceptibility mutations are categorized into three clusters; mutations in cluster 1 are more frequently associated with a noradrenergic phenotype, whereas those in cluster 2 are associated with an adrenergic phenotype. Consequently, the treatment of hypertensive crises in pediatric patients with PPGL, reflecting the underlying pathophysiology, requires first-line therapy with alpha-blockers, potentially in combination with beta-blockers only in the case of tachyarrhythmia after adequate alpha-blockade. The route of administration for treatment depends on the context, such as intraoperative or pre-surgical settings, and whether it presents as a hypertensive emergency (elevated blood pressure with acute target organ damage), where intravenous administration of antihypertensive drugs is mandatory. Conversely, in cases of hypertensive urgency, if children can tolerate oral therapy, intravenous administration may initially be ","(""Ga-68 DOTATATE"" OR ""Gallium-68 DOTATATE"" OR ""68Ga-DOTATATE"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19
ga68_dotatate,Ga-68 DOTATATE,EuropePMC,PMCPMC7207672,,,PMC7207672,SUN-345 Use of Anti-FGF23 Monoclonal Antibody in the Treatment of Children and Adolescents with X-Linked Hypophosphatemic Rickets,"Cassinelli H, Brenzoni L, Alconcher L, Forclaz V, D′Amato S, Rozenfeld P, Bergada I.",,2020,https://europepmc.org/article/PMC/PMC7207672,"Abstract Background: X-linked hypophosphataemia is the most common heritable form of rickets in children, disorder caused by mutations in PHEX, leading to elevated secretion of FGF23, renal phosphate wasting with consequent hypophosphataemia, diminish synthesis of 1,25(OH)2 vitamin D, rickets/osteomalacia, and disproportionate short stature. Conventional treatment with oral phosphate supplementation and active vitamin D heals rickets, prevents progressive growth failure, but in a substantial proportion of patients treatment is unsuccessful and/or associated with adverse effects. Since 2018, burosumab, a human monoclonal antibody against FGF23, was approved for the treatment of X-linked hypophosphataemia.Aim: We report a pilot experience on the efficacy and safety of treatment with burosumab in children and adolescents with X-linked hypophosphataemia (XLH). Methods and patients: Eight XLH patients (5 males) (5 pre pubertal and 3 Tanner IV) with an age range from 2.9 to 16.2 years, were recruited, 6/8 had family history of XLH, the remaining two were confirmed with molecular study. All discontinue conventional therapy at least 7 days before treatment with Burosumab which was administered every 2 weeks SC for 6 months, at a starting dose of 0.8 mg/kg/dose. Growth velocity, Thacher Rickets Severity Score, fasting serum calcium (mg/dl), phosphorus (P)(mg/dl), alkaline phosphatase (ALP)(IU/L), PTH (pg/dl), 25OH Vitamin D (ng/ml) and tubular phosphate reabsorption (TPR) (X±SD) were evaluated at basal, 3, and 6 months of treatment. Results: All patients had normal 25OH2 Vitamin D: 35.3±8.6 ng/ml at the start of therapy and had significantly improvement of serum P: basal 2.2±0.51, 3 months: 3.24±0.43 and at 6 months 3.01±0.38 mg/dl (p<0.005). The mean serum ALP level decreased from 686.9±410.8 to 535.8±302.4 and 402.5±106.7 IU/L (p<0.05) respectively. TPR normalized during treatment: 67.3±9, 86±3.1, and 86.9±6.1 %(p<0.001). The severity of rickets, as well, showed a signific","(""Ga-68 DOTATATE"" OR ""Gallium-68 DOTATATE"" OR ""68Ga-DOTATATE"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19
ga68_dotatate,Ga-68 DOTATATE,EuropePMC,MED19623420,/s0034-98872009000400012,19623420,,[Detection of neuroendocrine tumors by positron emission tomography-computed tomography with 68Ga-DOTATATE: report of one case].,"Amaral H, Pruzzo R, Redondo F, Gil MC, Pizarro A, de la Fuente H, Butte JM, Coudeu TM.",,2009,https://europepmc.org/article/MED/19623420,"We report a 74-year-old male with liver metastases from a neuroendocrine tumor (NET) of unknown origin. Conventional imaging studies with ultrasound, computed tomography colonoscopy and Positron emission tomography-computed tomography (PET/CT) with 18Fluor odeoxyglucose did not identify the site of origin of the primary tumor. The patient was submitted for a PET/CT scan with a new radiopharmaceuticai, the somatostatin analogue 68Ga-DOTATATE. This new technique demonstrated increased focal uptake at the ileocecal valve. This lesion and other two liver metastases were surgically removed. The histopathology and immunohistochemistry analysis confirmed the diagnosis of NET (carcinoid). This case illustrates the advantages of the PET/CT scan with 68Ga-DOTATATE.","(""Ga-68 DOTATATE"" OR ""Gallium-68 DOTATATE"" OR ""68Ga-DOTATATE"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19
ga68_dotatate,Ga-68 DOTATATE,EuropePMC,PMCPMC11152847,,,PMC11152847,Insights into calcific aortic valve stenosis: a comprehensive overview of the disease and advancing treatment strategies,"Jain H, Goyal A, Khan A, Khan N, Jain J, Chopra S, Sulaiman S, Reddy M, Patel K, Khullar K, Daoud M, Sohail A.",,2024,https://europepmc.org/article/PMC/PMC11152847,,"(""Ga-68 DOTATATE"" OR ""Gallium-68 DOTATATE"" OR ""68Ga-DOTATATE"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19
ga68_dotatate,Ga-68 DOTATATE,EuropePMC,PMCPMC7207902,,,PMC7207902,SUN-116 The Role of 68Gallium DOTATATE PET/CT Versus 18F-FDOPA PET/CT in the Imaging of Neuroendocrine Neoplasms in Patients with Multiple Endocrine Neoplasia Type 1 (MEN1),"Tepede A, Lee M, Welch J, Mandl A, Bansal R, Cochran C, Agarwal S, Simonds W, Weinstein L, Millo C, Sadowski S, Blau J.",,2020,https://europepmc.org/article/PMC/PMC7207902,"Abstract Background: Neuroendocrine neoplasms (NEN) are a heterogenous group of tumors. Patients with the multiple endocrine neoplasia type 1 (MEN1) syndrome often manifest with simultaneous functional and non-functional NEN in various endocrine glands. In MEN1, nuclear medicine plays an important role in the diagnostic work-up and localization of NEN. Little is known about the comparative efficacy of 68Ga-Dotatate PET/CT (DOTA) versus 18F-FDOPA PET/CT (FDOPA) and both versus non-nuclear medicine imaging (CT and MRI) in the identification of primary and metastatic NEN. Methods: This prospective MEN1 cohort study evaluated 15 germline MEN1 mutation-positive patients. Subjects were imaged using CT, MRI, DOTA and 18F-FDOPA. Radiological review with a multidisciplinary team was performed for each patient. Results: One-hundred twenty-nine total lesions were identified using any of the four scans. DOTA sensitivity was 69% (89/129; 95% CI 61% to 76%) with a mean standardized uptake value (SUV) of 33.9 ± 30.1, FDOPA sensitivity was 18% (23/129; 95% CI 12% to 25%) with mean SUV of 12.1 ± 15.16. DOTA identified an additional 50 lesions not seen on CT (of which MRI detected 8 lesions with an average size 0.95 cm ± 0.48; 3 pancreatic, 2 duodenal, 2 liver, and 1 lymph node) and identified 55 lesions not seen on MRI (of which CT identified 13 with a mean size of 1.1 cm ± 0.45; 1 lung, 4 pancreatic, 2 duodenal, 1 liver, and 5 lymph nodes). Overall, CT detected 51.2% (66/129) of lesions (mean 0.61 cm ± 0.73; 95% CI 43% to 60%) and MRI detected 39.5% (51/129; 0.47 cm ± 0.71; 95% CI 32% to 48%), and there was no significant difference in the size of lesions detected (p=0.18). Analysis by organ NEN revealed equal sensitivity between FDOPA and DOTA for lung carcinoid, detecting 33% (4/12) of lesions, while CT detected 92% (11/12) of lesions. In the duodenum, DOTA identified 100% (11 /11) of lesions, while FDOPA had poor sensitivity (9%) in this location. Within the pancreas, DOTA has a","(""Ga-68 DOTATATE"" OR ""Gallium-68 DOTATATE"" OR ""68Ga-DOTATATE"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19
ga68_dotatate,Ga-68 DOTATATE,EuropePMC,PMCPMC8636152,,,PMC8636152,Abstracts From the Argentinian Society of Osteology and Mineral Metabolism (AAOMM) and Argentinian Society of Osteoporosis (SAO) 2020 Annual Meeting,,,2021,https://europepmc.org/article/PMC/PMC8636152,,"(""Ga-68 DOTATATE"" OR ""Gallium-68 DOTATATE"" OR ""68Ga-DOTATATE"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19
ga68_dotatate,Ga-68 DOTATATE,EuropePMC,PMCPMC8089491,,,PMC8089491,Brain Metastases in a Patient With Papillary Thyroid Carcinoma. Clinical Case Report,"Ramos A, Zambrano Urbano J, Pico V, García F, Arboleda M, Valencia C, Chaparro J.",,2021,https://europepmc.org/article/PMC/PMC8089491,"Abstract Introduction: Papillary thyroid carcinoma (PTC) is the most common neoplasm of the endocrine system and the least aggressive, representing between 70% and 80% of thyroid neoplasms. This is characterized by slow growth and a low risk of progression to metastasis. Brain Metastases (BM) associated with PTC occur with a incidence rate of 0.15%. Tyrosine kinase inhibitors (TKI) are a very promising alternative for managing these patients. Here is described the case of a patient with PTC with brain and lung metastases, her respective management and evolution. Clinical Case Report: A 64-year-old patient with a history of controlled hypothyroidism, who was recently diagnosed with high cell variant PTC, positive for BRAF V600E mutation. Neck CT revealed a thyroid mass extending to the superior mediastinum, with associated lung metastases. We started by suppressing TSH with levothyroxine. Brain MRI was done due to persistent and as safety precaution before starting thyrotropin alfa This showed multiple intra-parenchymal lesions compatible with BM. Patient received management with gamma Knife radiosurgery for BM and with lenvatinib 24mg day. The patient presented a decrease in tumor size by more than 50% in the neck, with disappearance of the majority of BM at 90 days. After 18 months of treatment, she was still alive. Discussion and Conclusion: PTC associated with BM has a very poor life expectancy, and there are not guidelines for its management and the treatment is based on case reports and expert opinions. Radiosurgery plus ITK combined therapy could provide better outcomes to these patients","(""Ga-68 DOTATATE"" OR ""Gallium-68 DOTATATE"" OR ""68Ga-DOTATATE"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19
ga68_dotatate,Ga-68 DOTATATE,EuropePMC,PMCPMC8089971,,,PMC8089971,Calcitonin Non-Secreting Mixed Medullary-Papillary Thyroid Carcinoma: Report of a Rare Entity and Therapeutic Implications,"Oleinikov K, Grozinsky-Glasberg S, Atlan K, Maimon O, Popovtzer A, Weinberger J, Hirshoren N.",,2021,https://europepmc.org/article/PMC/PMC8089971,"Abstract Background: Medullary thyroid carcinoma (MTC) is a relatively rare and aggressive form of thyroid malignancy arising from parafollicular cells. The biochemical hallmark of MTC is elevated serum calcitonin (CTN), which aids initial diagnosis and disease surveillance. An atypical form of calcitonin non-secreting MTC has been previously described, with just over 50 cases published in the literature. This case report of a true mixed medullary-papillary thyroid carcinoma with a non-secretory medullary component is exceptionally rare. Clinical Case: A 67-year-old male presented with new-onset hoarseness and was found to have a 4 cm thyroid nodule replacing the right lobe with associated ipsilateral cord paralysis and ipsilateral cervical lymphadenopathy. The patient had no family history of endocrinopathies. A diagnosis of MTC was rendered at core-needle biopsy, based on the characteristic morphological findings and positive immunohistochemistry (IHC) for calcitonin (CTN) and CEA. Cervico-thoracic CT demonstrated tracheal and esophageal involvement by the tumor. The serum CEA was 8.7 pg/ml [0-5]; however, serum CTN was undetectable < 2 pg/ml [2-8.2]. The patient subsequently underwent a total thyroidectomy with bilateral central neck dissection and right lateral neck dissection. Excision of the tumor necessitated the dissection of involved esophageal muscle from mucosa and removal of four tracheal rings with part of the cricoid. The surgical specimen demonstrated a single 3.6 cm tumor in the right thyroid lobe composed of medullary and papillary intermixed neoplastic cells (mixed MTC-PTC) with predominant medullary component and gross extrathyroidal extension. Positive IHC for calcitonin, CEA, and thyroglobulin confirmed the diagnosis. Out of ninety resected lymph nodes in total, five nodes were involved with medullary carcinoma (with extranodal extension), and three had papillary carcinoma micrometastases. Postoperatively, the patient underwent adjuvant external","(""Ga-68 DOTATATE"" OR ""Gallium-68 DOTATATE"" OR ""68Ga-DOTATATE"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19
ga68_dotatate,Ga-68 DOTATATE,EuropePMC,MED40725693,10.3390/jcm14145002,40725693,PMC12295279,Cardiac Imaging in the Diagnosis and Management of Heart Failure.,"Chaudhari M, Ashwath ML.",,2025,https://europepmc.org/article/MED/40725693,"Heart failure (HF) is a complex clinical syndrome that results from any structural or functional impairment of ventricular filling or ejection of blood. The etiology of heart failure is multifactorial, encompassing ischemic heart disease, hypertension, valvular disorders, cardiomyopathies, and metabolic and infiltrative diseases. Despite advances in pharmacologic and device-based therapies, heart failure continues to carry a substantial burden of morbidity, mortality, and healthcare utilization. With the advancement and increased accessibility of cardiac imaging modalities, the diagnostic accuracy for identifying the underlying etiologies of nonischemic cardiomyopathy has significantly improved, allowing for more precise classification and tailored management strategies. This review aims to provide a comprehensive analysis of the current understanding of heart failure, encompassing epidemiology, etiological factors, with a specific focus on diagnostic imaging modalities including the role of echocardiography and strain imaging, cardiac magnetic resonance imaging (CMR), cardiac computed tomography (CT), and nuclear positron emission tomography (PET) imaging and recent advances in the diagnosis and management of heart failure.","(""Ga-68 DOTATATE"" OR ""Gallium-68 DOTATATE"" OR ""68Ga-DOTATATE"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19
ga68_dotatate,Ga-68 DOTATATE,PubMed,19623420,,19623420,,[Detection of neuroendocrine tumors by positron emission tomography-computed tomography with 68Ga-DOTATATE: report of one case].,Amaral Horacio; Pruzzo Rossana; Redondo Francisca; Gil M Cecilia; Pizarro Alejandra; de la Fuente Hernán; Butte Jean M; Coudeu T M Irene,Revista medica de Chile,2009,https://pubmed.ncbi.nlm.nih.gov/19623420/,"We report a 74-year-old male with liver metastases from a neuroendocrine tumor (NET) of unknown origin. Conventional imaging studies with ultrasound, computed tomography colonoscopy and Positron emission tomography-computed tomography (PET/CT) with 18Fluor odeoxyglucose did not identify the site of origin of the primary tumor. The patient was submitted for a PET/CT scan with a new radiopharmaceuticai, the somatostatin analogue 68Ga-DOTATATE. This new technique demonstrated increased focal uptake at the ileocecal valve. This lesion and other two liver metastases were surgically removed. The histopathology and immunohistochemistry analysis confirmed the diagnosis of NET (carcinoid). This case illustrates the advantages of the PET/CT scan with 68Ga-DOTATATE.","(""Ga-68 DOTATATE"" OR ""Gallium-68 DOTATATE"" OR ""68Ga-DOTATATE"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19
lu177_dotatate,Lu-177 DOTATATE,EuropePMC,MED41114110,10.4251/wjgo.v17.i10.110203,41114110,PMC12531762,Rectal neuroendocrine tumors in a Latin American population: Insights from a Peruvian national cancer institute.,"Cruz-Diaz WE, Leonardo A, Saavedra A, Paitan V, Haro-Varas J, Mantilla R, Macetas J, Veramendi E, Pacheco C, Calderón M, Vidaurre T, Castro-Oliden V.",,2025,https://europepmc.org/article/MED/41114110,"<h4>Background</h4>Well-differentiated rectal neuroendocrine tumors (rNETs) represent approximately 28% of gastrointestinal neuroendocrine tumors, with a rising incidence over recent decades. However, data from Perú remains limited.<h4>Aim</h4>To assess overall survival (OS) in patients with rNETs and describe the clinical and pathological characteristics of the study population.<h4>Methods</h4>This retrospective study included patients diagnosed with rNETs at the Instituto Nacional de Enfermedades Neoplásicas between 2009 and 2024. Qualitative variables were evaluated using the <i>χ</i> <sup>2</sup> test through contingency tables. OS was estimated using the Kaplan-Meier method, and differences between groups were assessed with the log-rank test. Cox proportional hazards models were used to evaluate variables associated with OS. All statistical analyses were conducted using R software.<h4>Results</h4>A total of 52 patients were included, with a mean age of 51.9 years (range: 27-74 years) and composed of 65.4% females. The most common stage at diagnosis was stage I (48.1%), followed by stage IV (36.5%). The median OS within the study population was 76 months. The 5-year OS for grade 1 tumors was 92.9% compared to 32.6% for grade 2 tumors (<i>P</i> = 0.00032). The median OS was 48 months for tumors exceeding 20 mm in size, whereas it was not reached for tumors measuring 20 mm or less (<i>P</i> = 0.0056). Similarly, the median OS for patients classified as lymph node involvement 1 was 46 months, while it was estimated at 112 months for those classified as lymph node involvement 0 (<i>P</i> = 0.0063).<h4>Conclusion</h4>rNETs exceeding 2 cm in size, classified as grade 2, or presenting with lymph node involvement 1 status were correlated with advanced disease stages and diminished survival outcomes.","(""Lu-177 DOTATATE"" OR ""Lutetium-177 DOTATATE"" OR ""177Lu-DOTATATE"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19
lu177_dotatate,Lu-177 DOTATATE,EuropePMC,MED39539797,10.1530/eo-24-0021,39539797,PMC11558954,Less frequent radiological exams to avoid futile response assessments from 177-LuDOTATE therapy for patients with advanced neuroendocrine tumors.,"Marques CC, Brito AB, Lima EN, Donadio MD, Riechelmann RP.",,2024,https://europepmc.org/article/MED/39539797,"<h4>Background</h4>177-LuDOTATE is an effective but expensive treatment for neuroendocrine tumors (NETs). Reducing treatment-related costs, such as the number of images, could improve access to 177-LuDOTATE. We evaluated early radiological tumor progression and prognostic factors in patients with NETs treated with 177-LuDOTATE.<h4>Methods</h4>We retrospectively included all patients with NETs who received at least one cycle of 177-LuDOTATE. The primary endpoint was the rate of early radiological progression between cycles 2 and 3 (in 10-16 weeks). Secondary endpoints were progression-free survival (PFS) and overall survival (OS) according to prognostic factors (tumor grade, primary site, functioning syndrome, 177-LuDOTATE treatment line) in Cox proportional hazards models.<h4>Results</h4>The median number of 177-LuDOTATE cycles was 3 (range 1-6) among 59 patients included. Ten (17%) patients had early progression. Among 14 patients who received ≤2 cycles of 177-LuDOTATE, ten (72%) stopped treatment due to disease progression, with five patients having a G2 (ki67: 5-25%) and 4, a G3 (ki67: 25-90%) NET. In the Cox multivariable analysis, higher grade (G2 or G3 vs G1) were significantly associated with inferior PFS and OS. The median PFS of G1, G2 and G3 NET patients were: 34.1, 11.7 and 6.1 months (<i>P</i> = 0.015), respectively.<h4>Conclusions</h4>It is feasible to perform imaging tests after 177-LuDOTATE completion for patients with indolent NETs with the intent to avoid futile assessments. For patients with more aggressive diseases, such as G3 NETs and G2 tumors with high tumor burden, we advise to perform more frequent images during 177-LuDOTATE therapy.","(""Lu-177 DOTATATE"" OR ""Lutetium-177 DOTATATE"" OR ""177Lu-DOTATATE"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19
lu177_dotatate,Lu-177 DOTATATE,EuropePMC,MED38390762,10.4274/mirt.galenos.2023.82653,38390762,PMC10899736,Care Pathway at a Cancer Center for the Administration of Radiometabolic Therapy with 177Lu-PSMA in Patients with Metastatic Castration-resistant Prostate Cancer.,"Avila C, Cadavid T, Martínez MC, Varela H, Hernández-Hidalgo N.",,2024,https://europepmc.org/article/MED/38390762,"<h4>Objectives</h4>To present a clinical care model for the administration of 177Lu-labeled prostate-specific membrane antigen (PSMA) in radiometabolic therapy for metastatic castration-resistant prostate cancer (mCRPC) at the National Cancer Institute (NCI) of Bogotá, Colombia.<h4>Methods</h4>A care model was designed for patients with mCRPC based on the VISION study, a prospective, phase III, multicenter, open-label, randomized study in patients with positive <sup>68</sup>Ga-PSMA positron emission tomography/computed tomography who had progressed to taxane and androgen therapy, to receive 177Lu-PSMA-617 combined with the best standard of care vs. the best standard of care alone. The care pathway provided to patients was developed by the Nuclear Medicine Group of the NCI and is the result of adjustments and improvements in the care process and the updating of the literature.<h4>Results</h4>A systematic and efficient care model was formalized and implemented for the administration of 177Lu-PSMA therapy in patients with mCRPC who had previously been treated with at least one androgen receptor pathway inhibitor and one or two taxane regimens, with evidence of disease progression.<h4>Conclusion</h4>An optimized process of care based on the determinants of clinical outcomes was developed for patients who received this type of radiometabolic therapy.","(""Lu-177 DOTATATE"" OR ""Lutetium-177 DOTATATE"" OR ""177Lu-DOTATATE"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19
lu177_dotatate,Lu-177 DOTATATE,EuropePMC,PMCPMC3198048,,,PMC3198048,Abstracts of Invited Lectures,,,2011,https://europepmc.org/article/PMC/PMC3198048,,"(""Lu-177 DOTATATE"" OR ""Lutetium-177 DOTATATE"" OR ""177Lu-DOTATATE"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19
lu177_dotatate,Lu-177 DOTATATE,EuropePMC,MED32945931,10.1007/s00259-020-04988-4,32945931,PMC7498986,"European Association of Nuclear Medicine October 22 - 30, 2020 Virtual.",,,2020,https://europepmc.org/article/MED/32945931,,"(""Lu-177 DOTATATE"" OR ""Lutetium-177 DOTATATE"" OR ""177Lu-DOTATATE"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19
